#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
201,59.07673222804029,294.38468234174934,0.006671086812409914
202,64.63274213677096,272.85094552844623,0.006671086812409914
203,71.35771964911132,250.8852229706123,0.006671086812409914
204,75.57103442375987,237.89876754767803,0.006671086812409914
205,76.67477090101778,235.79061000542274,0.006671086812409914
206,75.86329705905979,236.49459494943022,0.006671086812409914
207,74.90149018238543,247.99713644919632,0.006671086812409914
208,75.10525274604309,248.76539063283718,0.006671086812409914
209,74.18265597389868,254.3978568401769,0.006671086812409914
210,71.3352663605142,272.59215830428366,0.006671086812409914
211,68.5663674343862,285.64965788279693,0.006671086812409914
212,69.92775587809857,279.8809230794025,0.006671086812409914
213,76.60749826669053,255.59566341618535,0.006671086812409914
214,83.66080799122804,223.25070482724507,0.006671086812409914
215,84.49240347399478,212.56522962912638,0.006671086812409914
216,78.1640389487914,230.21259131512096,0.006671086812409914
217,69.14843583145394,264.10038235128894,0.006671086812409914
218,64.87699482866061,279.36422604066877,0.006671086812409914
219,68.54657292926045,273.89794054100327,0.006671086812409914
220,75.37608072534499,250.70330933601647,0.006671086812409914
221,77.37537541197375,243.22762597084744,0.006671086812409914
222,72.84958080372172,256.04805319110085,0.006671086812409914
223,67.45957231867934,282.82465957063346,0.006671086812409914
224,67.39074324692875,276.2849894725865,0.006671086812409914
225,69.60190946346891,270.9863903912802,0.006671086812409914
226,69.62735919648571,270.44428039197123,0.006671086812409914
227,66.18210391745363,284.3396564556123,0.006671086812409914
228,63.578421901466314,290.1081561126754,0.006671086812409914
229,66.1314081741611,269.8125731568779,0.006671086812409914
230,72.78320410174643,242.9252948587678,0.006671086812409914
231,79.48590742376119,211.2935946878683,0.006671086812409914
232,80.31837656304056,204.5474048940646,0.006671086812409914
233,74.66837701211938,224.39011584876187,0.006671086812409914
234,67.98729423039833,243.1029615347982,0.006671086812409914
235,65.92277648481024,243.79028482673124,0.006671086812409914
236,68.13804840503963,229.12030248689132,0.006671086812409914
237,70.4598432989581,222.12941534995258,0.006671086812409914
238,70.30102843261898,221.8771746758757,0.006671086812409914
239,70.64036285049288,209.59969270133558,0.006671086812409914
240,72.7637087673293,203.99145221743328,0.006671086812409914
241,75.01244722673081,203.19739185071276,0.006671086812409914
242,74.45822166983896,206.83020497785634,0.006671086812409914
243,69.77250555971749,225.31644460336094,0.006671086812409914
244,62.12709446800818,254.29705703932154,0.006671086812409914
245,57.26657046790416,272.1618827199915,0.006671086812409914
246,60.90290436766688,263.50103300587216,0.006671086812409914
247,70.98215366353529,228.46267883916335,0.006671086812409914
248,77.85741905054039,199.1446649321815,0.006671086812409914
249,76.18968199170007,200.4101556581642,0.006671086812409914
250,69.79979686223162,219.9873924605005,0.006671086812409914
251,67.22753233350905,232.46265324290658,0.006671086812409914
252,71.38346065121459,217.35029935884197,0.006671086812409914
253,76.07391704394774,202.3827721575709,0.006671086812409914
254,76.74123898421087,198.78789289580422,0.006671086812409914
255,72.52341544771241,220.14309449554966,0.006671086812409914
256,66.97051091411052,235.91297877984667,0.006671086812409914
257,66.18996413089847,239.67422257287032,0.006671086812409914
258,71.29452873518474,223.60225832029852,0.006671086812409914
259,75.14066886240406,204.7217183106938,0.006671086812409914
260,72.86845702687832,214.45470450948025,0.006671086812409914
261,66.25584669315343,237.4067927976796,0.006671086812409914
262,61.37278777370365,268.7483124754297,0.006671086812409914
263,61.37662271512693,278.91430642426093,0.006671086812409914
264,65.24668591040027,259.4017052800477,0.006671086812409914
265,70.56231922509042,238.07991268757485,0.006671086812409914
266,72.82298898535836,226.20790459216872,0.006671086812409914
267,70.40392366986615,232.62946236566162,0.006671086812409914
268,65.3547519642375,254.04930771155477,0.006671086812409914
269,62.76851033617359,258.7785552002063,0.006671086812409914
270,63.75968849382902,254.37693539306778,0.006671086812409914
271,67.36845011051133,242.6225080460988,0.006671086812409914
272,71.61605801625134,223.32729545197836,0.006671086812409914
273,72.79439490221853,219.04256909034385,0.006671086812409914
274,70.67320101209079,227.6831002444567,0.006671086812409914
275,68.94513264997101,232.63502739996292,0.006671086812409914
276,70.8928022661631,229.01500251186465,0.006671086812409914
277,74.4839385696652,216.12493368008595,0.006671086812409914
278,73.30915631437827,222.5865026889257,0.006671086812409914
279,68.54121404865217,233.5686965617122,0.006671086812409914
280,65.01905657868299,252.24480757027152,0.006671086812409914
281,66.93428885236584,244.11171606061714,0.006671086812409914
282,72.49059795993207,216.62631178371979,0.006671086812409914
283,76.04628064638987,198.6408610047803,0.006671086812409914
284,74.22233047164475,208.35121160600906,0.006671086812409914
285,69.14795707804902,223.60276960505882,0.006671086812409914
286,66.85800601867025,235.7626617504579,0.006671086812409914
287,70.4621064784175,228.56203807160793,0.006671086812409914
288,76.13855508464377,211.32342480341654,0.006671086812409914
289,76.67622476938217,204.69457998148735,0.006671086812409914
290,72.00249379498632,219.85221464033756,0.006671086812409914
291,68.84936784482599,224.81506998400664,0.006671086812409914
292,70.91978114347413,214.77578691241817,0.006671086812409914
293,75.77216878063041,200.74066873525504,0.006671086812409914
294,77.28311668124928,196.76157906402517,0.006671086812409914
295,73.33077481962675,209.10466387245825,0.006671086812409914
296,67.28830625750757,232.88652003024777,0.006671086812409914
297,66.26394223266738,237.06564340557324,0.006671086812409914
298,72.12711442888103,210.46542811918476,0.006671086812409914
299,78.34346304771488,186.02473394241864,0.006671086812409914
300,78.71517140546683,184.2965973573398,0.006671086812409914
301,72.6679779423834,205.72704584519013,0.006671086812409914
302,64.90142575376757,230.44505389650962,0.006671086812409914
303,61.13968292481757,246.58723276526533,0.006671086812409914
304,63.53733870606959,242.03080582845575,0.006671086812409914
305,67.68783281554887,232.0035749693284,0.006671086812409914
306,67.522951929893,229.26258997830266,0.006671086812409914
307,63.45545280874033,240.31099707555114,0.006671086812409914
308,61.31340235813164,245.83269979566444,0.006671086812409914
309,64.64713526914453,233.20531943567443,0.006671086812409914
310,71.76868426275483,210.09404882431298,0.006671086812409914
311,74.91139484358008,192.36438257360945,0.006671086812409914
312,71.40542660759779,203.51084920880018,0.006671086812409914
313,64.52395343782516,229.97662134994044,0.006671086812409914
314,60.248524463643875,252.42253764495388,0.006671086812409914
315,61.913807054859944,240.9660100141294,0.006671086812409914
316,66.84733210642887,230.97555461399378,0.006671086812409914
317,70.96335915140986,213.71156914359895,0.006671086812409914
318,71.07881344413994,207.39079714319686,0.006671086812409914
319,68.52295776528644,220.20492829369567,0.006671086812409914
320,68.42442078586514,220.0149164466953,0.006671086812409914
321,71.66876895361897,207.54134794567707,0.006671086812409914
322,74.13646877320758,201.8521061675562,0.006671086812409914
323,73.625561978269,199.64025805109807,0.006671086812409914
324,70.3136979490675,203.74659992631237,0.006671086812409914
325,68.24616884667319,208.42005023216822,0.006671086812409914
326,69.34483114618729,201.5444887543593,0.006671086812409914
327,72.73682580209483,189.67719033711444,0.006671086812409914
328,74.93306419259424,181.81640231799315,0.006671086812409914
329,73.81406528510362,180.68672794110168,0.006671086812409914
330,71.11362043292422,191.11929394645995,0.006671086812409914
331,68.45881833476696,199.99315036051993,0.006671086812409914
332,67.3830952567451,202.15227141291282,0.006671086812409914
333,66.75237066231679,207.21288114987922,0.006671086812409914
334,67.13023689856034,202.2227744986182,0.006671086812409914
335,69.02404198648946,189.73312100216774,0.006671086812409914
336,68.79340388383929,187.32377220300327,0.006671086812409914
337,66.30212782374525,201.32818605311172,0.006671086812409914
338,64.00335758670533,209.0949385162342,0.006671086812409914
339,65.26839869631506,204.0976437241382,0.006671086812409914
340,69.85671503053192,185.33351481598623,0.006671086812409914
341,73.2145004707408,166.49055237957674,0.006671086812409914
342,72.75610154849207,166.89582372351285,0.006671086812409914
343,68.40181642742797,185.48799700595114,0.006671086812409914
344,63.66950679645495,199.76241189658546,0.006671086812409914
345,63.84613869461207,200.50008466977692,0.006671086812409914
346,67.89861013027577,176.89505299572716,0.006671086812409914
347,70.84367919558196,158.47814177480657,0.006671086812409914
348,67.90737702527204,168.09673532868143,0.006671086812409914
349,61.07212031142174,188.8697266233416,0.006671086812409914
350,57.66699329127199,199.60298749617627,0.006671086812409914
351,60.91485369412887,185.94465420554405,0.006671086812409914
352,66.84745231266888,164.23773329021304,0.006671086812409914
353,69.37659934656062,156.39300391511063,0.006671086812409914
354,65.49702403611187,170.31892067766026,0.006671086812409914
355,59.20917390479845,190.00532814299171,0.006671086812409914
356,57.23277478611145,193.1817561305262,0.006671086812409914
357,61.1376153192474,178.3966964075303,0.006671086812409914
358,64.65368756017155,165.67312199928045,0.006671086812409914
359,63.222401351492266,172.22872187068637,0.006671086812409914
360,58.64374623720866,184.55629909587722,0.006671086812409914
361,57.53274640768494,186.21732124779132,0.006671086812409914
362,62.32416743581994,169.2047304155356,0.006671086812409914
363,68.20337984060714,148.24570682644293,0.006671086812409914
364,69.47642794572661,154.11695649057904,0.006671086812409914
365,64.30827957878644,170.83575092692723,0.006671086812409914
366,57.86880294002765,191.48390503601857,0.006671086812409914
367,58.01941369446071,191.97812885896886,0.006671086812409914
368,65.02682628813784,170.93716881335848,0.006671086812409914
369,70.84284651400358,143.8904768680223,0.006671086812409914
370,68.66260834847304,146.57829873394013,0.006671086812409914
371,61.2142232690326,176.24715528717172,0.006671086812409914
372,58.033009611049806,187.03522755906556,0.006671086812409914
373,60.552569911380324,175.69524202623097,0.006671086812409914
374,63.655603678900576,165.83857471590827,0.006671086812409914
375,61.425217333885556,171.02651151312006,0.006671086812409914
376,56.82653864411735,184.33536839441092,0.006671086812409914
377,54.8967499844243,179.87032190573277,0.006671086812409914
378,59.08604773308869,165.68230133549486,0.006671086812409914
379,66.35559512857043,147.79233350053914,0.006671086812409914
380,69.31374488065995,136.6909242580136,0.006671086812409914
381,64.65570042392697,157.77601063061525,0.006671086812409914
382,57.7813179074225,187.50367640744466,0.006671086812409914
383,56.03179978058603,201.9075705307635,0.006671086812409914
384,59.79217415461852,180.11084697967368,0.006671086812409914
385,64.23250932693185,168.78850913804706,0.006671086812409914
386,65.73919587277453,165.16553195446645,0.006671086812409914
387,64.99748956955344,170.1216037580548,0.006671086812409914
388,64.52070103810254,167.88349699121272,0.006671086812409914
389,66.33388161761192,163.1383590830003,0.006671086812409914
390,68.65085430788271,158.96172943541498,0.006671086812409914
391,68.65043880029481,162.95628181585192,0.006671086812409914
392,63.621815078767014,180.97052448995026,0.006671086812409914
393,58.89849110474735,196.8384587170664,0.006671086812409914
394,58.88944505413007,196.01161755526357,0.006671086812409914
395,61.57668622233681,183.70510764624095,0.006671086812409914
396,63.31289248579891,175.87337419802182,0.006671086812409914
397,63.38455596583546,175.16230726677347,0.006671086812409914
398,63.67816886983674,172.4400216906536,0.006671086812409914
399,64.18062634232842,175.06937011300766,0.006671086812409914
400,63.73456275420562,186.1374210648763,0.006671086812409914
401,61.78547034363408,189.62445025030976,0.006671086812409914
402,59.19245759576246,195.22437079562354,0.006671086812409914
403,58.638529589156974,197.24818750965164,0.006671086812409914
404,60.67672329069617,191.8292226808101,0.006671086812409914
405,64.94792519624953,174.43666295460332,0.006671086812409914
406,67.79590474284066,172.38491520387055,0.006671086812409914
407,67.22209175234327,172.8045820495795,0.006671086812409914
408,64.8136996377047,184.27317535098757,0.006671086812409914
409,65.19086436788976,183.2529435236331,0.006671086812409914
410,67.47476582704631,173.01315279388777,0.006671086812409914
411,69.50651987194072,169.53491773258312,0.006671086812409914
412,69.29749100871453,169.46158041833303,0.006671086812409914
413,68.02006126015647,177.51822664429568,0.006671086812409914
414,66.95483564925351,179.9472486192961,0.006671086812409914
415,66.12828502078668,181.28233005707864,0.006671086812409914
416,64.97084682891484,182.78956014036606,0.006671086812409914
417,63.049142509632304,191.43373059293734,0.006671086812409914
418,59.640138530920154,202.5070214069088,0.006671086812409914
419,58.93187764579936,206.3579028191978,0.006671086812409914
420,63.97282343552058,181.81833835031998,0.006671086812409914
421,70.9565279186493,158.28223257504294,0.006671086812409914
422,72.65425008350608,149.51773633489856,0.006671086812409914
423,66.36127538823337,174.31095617107786,0.006671086812409914
424,58.848170338422946,196.15013899897068,0.006671086812409914
425,57.17364176357836,201.96593512869833,0.006671086812409914
426,63.355136135429305,176.9279000538978,0.006671086812409914
427,71.04462027041495,155.24722868284016,0.006671086812409914
428,72.28905209124524,154.14528665138607,0.006671086812409914
429,66.08118467052707,174.30973352495224,0.006671086812409914
430,59.534249552276606,200.64129742886388,0.006671086812409914
431,60.369079005460826,197.87130995186888,0.006671086812409914
432,67.52349980873095,173.58922810800397,0.006671086812409914
433,72.21300185963274,153.01147980672374,0.006671086812409914
434,68.88970387002946,164.55820156261635,0.006671086812409914
435,61.11885220945747,195.72099698044946,0.006671086812409914
436,56.52448764603048,215.19153778884362,0.006671086812409914
437,59.77905305128442,202.3719261797148,0.006671086812409914
438,68.28036651002293,168.0573861035872,0.006671086812409914
439,72.77382463139425,149.57355316282613,0.006671086812409914
440,68.34284475110209,167.65590178339173,0.006671086812409914
441,60.659255463161955,195.53505166681728,0.006671086812409914
442,57.81980014857302,204.33267208755606,0.006671086812409914
443,61.9430523339282,199.52895871723706,0.006671086812409914
444,68.2126607359976,182.69461186540843,0.006671086812409914
445,71.65483141352678,169.36318289167872,0.006671086812409914
446,70.2007788396437,175.89873998729715,0.006671086812409914
447,65.8271180449986,190.84309702789363,0.006671086812409914
448,63.806778739113724,202.44172200111177,0.006671086812409914
449,65.64107704266155,196.84586220526143,0.006671086812409914
450,69.33994255315825,182.36475138240326,0.006671086812409914
451,70.59684503045327,176.85587218600182,0.006671086812409914
452,68.57250495761157,182.07370581086604,0.006671086812409914
453,65.43538499641272,195.7100550509136,0.006671086812409914
454,63.92183447941173,201.24425709279248,0.006671086812409914
455,65.29688304241881,199.65005899519142,0.006671086812409914
456,69.79612963749096,180.13826398742412,0.006671086812409914
457,73.11933494718656,168.01685938503604,0.006671086812409914
458,72.84575786597169,172.09787016310568,0.006671086812409914
459,69.65947609786923,183.80374808126126,0.006671086812409914
460,67.92403050332727,199.25701215684327,0.006671086812409914
461,69.89828984600001,193.46809828550167,0.006671086812409914
462,72.50648001400575,178.40360826637632,0.006671086812409914
463,72.42361179718294,179.21950879759905,0.006671086812409914
464,70.93476690702806,181.26476603910635,0.006671086812409914
465,69.20203954670298,191.10065635184992,0.006671086812409914
466,68.39251956334829,192.54249043535657,0.006671086812409914
467,69.2992972893177,191.93962516369987,0.006671086812409914
468,69.89729625007004,189.57103027537764,0.006671086812409914
469,67.6203853877528,205.43203448563116,0.006671086812409914
470,64.55757847107014,216.7408878488612,0.006671086812409914
471,63.90697948213588,223.78124822340803,0.006671086812409914
472,65.71387987904893,223.73024773523485,0.006671086812409914
473,65.21593459398221,226.59722876441873,0.006671086812409914
474,63.23665534444198,239.59364738872227,0.006671086812409914
475,63.73115751313743,241.18302818758582,0.006671086812409914
476,66.61265879306309,231.61935526428252,0.006671086812409914
477,70.11371615426847,223.34824371826258,0.006671086812409914
478,72.00438593393255,217.72006861610416,0.006671086812409914
479,71.84819368036065,221.47572407156,0.006671086812409914
480,71.59982743697554,222.36624990002943,0.006671086812409914
481,72.84016996210269,218.51429193092804,0.006671086812409914
482,76.7989908210438,207.3775040875835,0.006671086812409914
483,81.0775875689655,197.1415387255163,0.006671086812409914
484,81.68094945969712,200.72293018602318,0.006671086812409914
485,78.0288549433106,216.62337352062613,0.006671086812409914
486,73.17548657662428,231.2307132788934,0.006671086812409914
487,70.64167527702566,234.53931745408218,0.006671086812409914
488,70.88371276221689,225.40278583522598,0.006671086812409914
489,74.85453157008892,209.48486705920118,0.006671086812409914
490,79.54940902031001,189.0932644954565,0.006671086812409914
491,80.24131931761482,188.07824576203913,0.006671086812409914
492,76.0812707154958,198.59871450420223,0.006671086812409914
493,71.54884721848958,221.36425008462558,0.006671086812409914
494,70.6954499343748,228.52348637517673,0.006671086812409914
495,72.18262947292219,223.75233136963766,0.006671086812409914
496,73.51296351970011,218.3273643031452,0.006671086812409914
497,75.87258235631835,207.29484161037394,0.006671086812409914
498,78.58009813073102,204.05744345454838,0.006671086812409914
499,80.62218971459797,198.8435764564883,0.006671086812409914
500,81.08512264115731,191.97848501052317,0.006671086812409914
501,80.12990018702922,191.5350576538868,0.006671086812409914
502,77.38970292378747,204.82516147279637,0.006671086812409914
503,73.31266878547191,224.42437387153382,0.006671086812409914
504,71.86504259768068,228.07261551879242,0.006671086812409914
505,74.52699587995954,216.88620760579235,0.006671086812409914
506,77.66031629537953,214.94641807742403,0.006671086812409914
507,78.09096194007763,218.9768523792291,0.006671086812409914
508,77.43529573159935,224.13472117003474,0.006671086812409914
509,77.88804835619726,227.64900149557204,0.006671086812409914
510,75.94251433419245,238.49058883578462,0.006671086812409914
511,70.87669723926894,252.23797121824177,0.006671086812409914
512,66.31050055549369,263.72377185123685,0.006671086812409914
513,66.81376311410119,260.06554343358687,0.006671086812409914
514,71.37952617609206,243.41831145783934,0.006671086812409914
515,74.98511099719303,235.9998594124915,0.006671086812409914
516,73.78802820756287,248.00883555256075,0.006671086812409914
