COD ID	RMSD
4107711	0.017944066853132982
7200790	0.00964908615230103
4020664	0.21437907387496952
2105585	0.007161060241824504
2012958	0.003942317015545761
7052848	0.004881609107998809
1511816	0.020693410131829106
2203540	0.009929057793709777
4025034	0.09228690873220412
7219429	0.0319427311291527
1549860	0.03731400624734686
2205643	0.023962871799856636
2015769	0.004204544218051455
2229458	0.012327866292729318
2238806	0.017878019511878306
1519873	0.005954466121621606
7220218	0.024076870572031308
2217204	0.006537883352263352
2209888	0.012823597492499115
8100793	0.004597081065944827
2226624	0.1345146429876863
2206832	0.004541861997281547
2012828	0.011962998920064439
2231307	0.005598048388378408
1513592	0.012734363830330825
2219974	0.005342264997886704
1100992	0.013319210491585692
7213183	0.0044017424616965934
2102305	0.01796384069718464
2237654	0.009315595026885577
2223130	0.006178727054744029
2105702	0.007365282339552703
2004882	0.005681558948944995
2241317	0.2393342946424667
2200633	0.00930888993739451
2217222	0.010032727058041908
2100662	0.019800792286534957
7100858	0.00926581500722594
2216977	0.027883450704539008
2104971	0.021166416777578412
2203006	0.02436068152425761
7228868	0.001894922392396793
7216950	0.006249923875115093
4507100	0.02118855237548388
4515127	0.02015031750917727
2215272	0.004697938452170986
4037918	0.053987316543622335
7154682	0.029820803005452822
7206161	0.023566097929079467
7056752	0.0172072470240467
2200608	0.005280706486914526
2200184	0.008022529761308078
4034456	0.03662546006712343
1504357	0.0015631047337364998
2006099	0.07245446452637248
2236470	0.013180243340273878
1511801	0.013904377303870999
2208241	0.007281282695619818
2300006	0.025053261040652305
2212364	0.012279109154460318
2208405	0.09451208415096866
2210911	0.009345447077879172
2100147	0.03106925197075661
2018826	0.004791662985696374
1100249	0.005302416809318518
1100989	0.017288784466530767
1519825	0.013397776610646504
2224771	0.001683425638753418
7206516	0.0060810782889675515
4035731	0.011950281476732555
7206934	0.010676073896427163
7118053	0.09480441359301033
1504777	0.026443758173140406
2105612	0.011288365504874038
1516412	0.006968210717424109
2012267	0.02051984290082257
2205115	0.030848038143105
2205937	0.0017961364548875925
7100390	0.009734384831284755
2005486	0.07361993341727419
2211928	0.005060060473550821
2008450	0.05524467620052684
1519868	0.0053941563353800985
7219800	0.018329421996774484
7214418	0.02649323552389638
2201001	0.01806421245099616
2229006	0.01230698359536972
7045653	0.008775163264715367
2231503	0.22645912502934407
2017090	0.335771292991997
4507232	0.020638844602681523
2237525	0.007637159105355853
7052010	0.01881906677212975
2208497	0.015108177333490867
4508226	0.05351006897805715
1513289	0.010891183398526344
4114396	0.008434905050574112
2018597	0.009443526913934415
2239864	0.004031022204386822
7216997	0.012839099434571696
4037916	0.00676913424234649
1513282	0.003796355185627948
2235036	0.03100567026658499
4116140	0.03451282119233531
2242302	0.0060586617439348945
2241551	0.00894666920954737
2225118	0.012949577455386545
7214681	0.0067733647082376894
2002966	0.004549093880410928
7210454	0.00824985452693397
2208843	0.01193705644260561
2231730	0.01352136267304296
7052009	0.011726850533977982
2220694	0.0582989179218419
2007155	0.011849933621100654
2311084	0.02056469310354604
2220312	0.047350546596497955
4037896	0.03383619157140769
2202092	0.06033484606393199
2238379	0.1386403376580248
2103490	0.009348489332201665
1518526	0.07895963567389075
2212078	0.004589212342092911
1519191	0.014423108512075811
2242758	0.006641006739675892
2243066	0.06694354412829887
2006075	0.011898517836079012
1548052	0.16339272897945226
2216200	0.1472753592691833
2206542	0.004479284734918554
2108038	0.034447345324004404
2214563	0.021878138263821824
2238479	0.005473615361377685
7206297	0.008693230865068987
7039793	0.00560996158123248
2004431	0.10253970588377158
2236004	0.07713594885521245
2207637	0.0690658259630596
4339655	0.0038385366858616652
2218498	0.0072687208168985004
7054714	0.13353237407396784
1519794	0.00414587503207127
7117669	0.005790267965025047
7151750	0.29005259941356926
2212135	0.010440387624108963
2219243	0.005321957349559123
2007371	0.006488458465119468
7151616	0.010295002649765333
7219235	0.010544128560069812
4022058	0.016385608207348277
4513593	0.006716831036689379
2100865	0.00477836384023859
2210848	0.010148061399057324
2240041	0.005911808864478646
3500018	0.005002963856497824
2203241	0.00998896042638685
2234037	0.00491431717940367
7221763	0.1300229812441812
4027137	0.005132037776037006
2104176	0.010143661066581218
2234322	0.10212322373272607
